Year,State Census Code,State,Sector,Obs,Employment (in 1000s),Members (in 1000s),Covered (in 1000s),% Mem,% Cov
2001,82,Idaho,Public,471,105,19,23,17.8%,22.1%
2001,82,Idaho,Private,"1,890",450,23,25,5.1%,5.5%
2001,82,Idaho,Priv. Manufacturing,325,75,6,6,7.9%,8.6%
2001,82,Idaho,Priv. Construction,161,39,5,5,13.5%,13.5%
2001,33,Illinois,Total,"6,944","5,467",999,"1,060",18.3%,19.4%
2001,33,Illinois,Public,903,723,349,370,48.3%,51.2%
2001,33,Illinois,Private,"6,041","4,744",650,690,13.7%,14.5%
2001,33,Illinois,Priv. Manufacturing,"1,201",961,192,201,20.0%,20.9%
2001,33,Illinois,Priv. Construction,349,277,125,130,45.1%,46.9%
2001,32,Indiana,Total,"2,945","2,680",389,412,14.5%,15.4%
2001,32,Indiana,Public,394,353,102,120,28.9%,33.9%
2001,32,Indiana,Private,"2,551","2,326",287,292,12.3%,12.6%
2001,32,Indiana,Priv. Manufacturing,720,645,133,133,20.6%,20.7%
2001,32,Indiana,Priv. Construction,156,143,55,55,38.2%,38.2%
2001,42,Iowa,Total,"2,852","1,348",179,212,13.3%,15.7%
2001,42,Iowa,Public,462,215,66,86,30.9%,39.8%
2001,42,Iowa,Private,"2,390","1,133",113,126,10.0%,11.1%
2001,42,Iowa,Priv. Manufacturing,559,264,60,68,22.7%,25.6%
2001,42,Iowa,Priv. Construction,135,63,16,16,25.0%,25.0%
2001,47,Kansas,Total,"2,582","1,168",109,133,9.3%,11.4%
2001,47,Kansas,Public,505,225,34,45,14.9%,19.9%
2001,47,Kansas,Private,"2,077",943,75,88,8.0%,9.3%
2001,47,Kansas,Priv. Manufacturing,373,168,33,41,19.4%,24.3%
2001,47,Kansas,Priv. Construction,125,59,11,13,19.4%,21.7%
2001,61,Kentucky,Total,"2,187","1,687",192,210,11.4%,12.4%
2001,61,Kentucky,Public,382,289,53,64,18.4%,22.1%
2001,61,Kentucky,Private,"1,805","1,397",138,146,9.9%,10.4%
2001,61,Kentucky,Priv. Manufacturing,361,277,58,60,20.9%,21.5%
2001,61,Kentucky,Priv. Construction,99,77,15,16,20.0%,20.8%
2001,72,Louisiana,Total,"1,865","1,752",137,178,7.8%,10.2%
2001,72,Louisiana,Public,369,333,69,94,20.7%,28.1%
2001,72,Louisiana,Private,"1,496","1,418",68,84,4.8%,6.0%
2001,72,Louisiana,Priv. Manufacturing,178,166,26,32,15.7%,19.2%
2001,72,Louisiana,Priv. Construction,127,117,16,18,13.9%,15.2%
2001,11,Maine,Total,"2,389",564,72,82,12.8%,14.6%
2001,11,Maine,Public,386,91,40,47,44.2%,52.2%
2001,11,Maine,Private,"2,003",474,32,35,6.8%,7.4%
2001,11,Maine,Priv. Manufacturing,325,75,18,19,24.6%,25.5%
2001,11,Maine,Priv. Construction,150,36,3,3,7.3%,7.3%
2001,52,Maryland,Total,"2,590","2,440",335,399,13.7%,16.4%
2001,52,Maryland,Public,626,583,190,237,32.6%,40.7%
2001,52,Maryland,Private,"1,964","1,856",144,162,7.8%,8.7%
2001,52,Maryland,Priv. Manufacturing,187,178,34,37,19.4%,20.9%
2001,52,Maryland,Priv. Construction,162,156,25,27,16.1%,17.2%
2001,14,Massachusetts,Total,"3,745","2,839",421,452,14.8%,15.9%
2001,14,Massachusetts,Public,535,400,208,222,51.9%,55.5%
2001,14,Massachusetts,Private,"3,210","2,438",213,229,8.7%,9.4%
2001,14,Massachusetts,Priv. Manufacturing,508,379,32,33,8.5%,8.7%
2001,14,Massachusetts,Priv. Construction,191,145,41,42,28.2%,28.8%
2001,34,Michigan,Total,"5,490","4,455",973,"1,011",21.8%,22.7%
2001,34,Michigan,Public,769,622,350,365,56.2%,58.6%
2001,34,Michigan,Private,"4,721","3,832",623,646,16.3%,16.9%
2001,34,Michigan,Priv. Manufacturing,"1,276","1,048",306,309,29.2%,29.5%
2001,34,Michigan,Priv. Construction,283,231,66,67,28.6%,29.0%
2001,41,Minnesota,Total,"3,175","2,343",417,432,17.8%,18.5%
2001,41,Minnesota,Public,457,324,184,190,57.0%,58.8%
2001,41,Minnesota,Private,"2,718","2,019",232,242,11.5%,12.0%
2001,41,Minnesota,Priv. Manufacturing,543,401,51,53,12.6%,13.1%
2001,41,Minnesota,Priv. Construction,165,119,38,38,31.8%,32.2%
2001,64,Mississippi,Total,"1,602","1,105",60,98,5.5%,8.8%
2001,64,Mississippi,Public,309,208,14,33,6.6%,15.8%
2001,64,Mississippi,Private,"1,293",897,47,65,5.2%,7.2%
2001,64,Mississippi,Priv. Manufacturing,311,217,20,28,9.2%,12.9%
2001,64,Mississippi,Priv. Construction,77,51,5,5,8.9%,8.9%
2001,43,Missouri,Total,"2,579","2,566",346,377,13.5%,14.7%
2001,43,Missouri,Public,394,382,91,107,23.9%,28.0%
2001,43,Missouri,Private,"2,185","2,184",255,270,11.7%,12.4%
2001,43,Missouri,Priv. Manufacturing,376,364,60,61,16.4%,16.7%
2001,43,Missouri,Priv. Construction,173,174,61,61,35.1%,35.1%
2001,81,Montana,Total,"1,934",365,48,55,13.2%,15.0%
2001,81,Montana,Public,418,78,27,30,34.6%,38.3%
2001,81,Montana,Private,"1,516",287,21,25,7.3%,8.6%
2001,81,Montana,Priv. Manufacturing,139,26,2,2,7.5%,8.1%
2001,81,Montana,Priv. Construction,98,19,4,4,18.5%,19.6%
2001,46,Nebraska,Total,"2,663",755,60,82,8.0%,10.9%
2001,46,Nebraska,Public,447,124,28,39,22.7%,31.6%
2001,46,Nebraska,Private,"2,216",631,32,43,5.1%,6.8%
2001,46,Nebraska,Priv. Manufacturing,352,100,12,19,12.0%,19.1%
2001,46,Nebraska,Priv. Construction,112,32,3,3,9.0%,9.6%
2001,88,Nevada,Total,"2,873",872,146,158,16.7%,18.1%
2001,88,Nevada,Public,377,113,43,50,38.0%,44.0%
2001,88,Nevada,Private,"2,496",759,103,108,13.6%,14.2%
2001,88,Nevada,Priv. Manufacturing,132,39,4,4,9.5%,9.5%
2001,88,Nevada,Priv. Construction,243,74,16,16,21.1%,21.1%
2001,12,New Hampshire,Total,"2,639",595,57,63,9.6%,10.6%
2001,12,New Hampshire,Public,343,73,32,36,43.4%,49.7%
2001,12,New Hampshire,Private,"2,296",522,25,27,4.8%,5.1%
2001,12,New Hampshire,Priv. Manufacturing,526,117,6,6,5.3%,5.4%
2001,12,New Hampshire,Priv. Construction,150,33,4,4,12.9%,12.9%
2001,22,New Jersey,Total,"4,921","3,638",710,756,19.5%,20.8%
2001,22,New Jersey,Public,709,523,313,324,59.8%,61.9%
2001,22,New Jersey,Private,"4,212","3,115",397,433,12.7%,13.9%
2001,22,New Jersey,Priv. Manufacturing,676,497,72,78,14.5%,15.8%
2001,22,New Jersey,Priv. Construction,228,171,60,60,35.0%,35.0%
2001,85,New Mexico,Total,"1,988",703,56,67,8.0%,9.5%
2001,85,New Mexico,Public,484,165,28,35,16.7%,21.0%
2001,85,New Mexico,Private,"1,504",538,28,32,5.3%,6.0%
2001,85,New Mexico,Priv. Manufacturing,146,53,3,4,5.9%,6.8%
2001,85,New Mexico,Priv. Construction,116,43,3,3,6.7%,6.7%
2001,21,New York,Total,"9,352","7,584","2,025","2,099",26.7%,27.7%
2001,21,New York,Public,"1,717","1,376",989,"1,012",71.9%,73.6%
2001,21,New York,Private,"7,635","6,208","1,036","1,088",16.7%,17.5%
2001,21,New York,Priv. Manufacturing,"1,102",884,167,172,19.0%,19.5%
2001,21,New York,Priv. Construction,462,380,124,128,32.6%,33.7%
2001,56,North Carolina,Total,"3,929","3,389",124,145,3.7%,4.3%
2001,56,North Carolina,Public,595,509,57,69,11.2%,13.6%
2001,56,North Carolina,Private,"3,334","2,879",67,76,2.3%,2.6%
2001,56,North Carolina,Priv. Manufacturing,798,688,16,21,2.3%,3.1%
2001,56,North Carolina,Priv. Construction,258,227,5,5,2.4%,2.4%
2001,44,North Dakota,Total,"2,482",285,20,23,7.2%,8.2%
2001,44,North Dakota,Public,525,59,11,13,17.8%,21.4%
2001,44,North Dakota,Private,"1,957",226,10,11,4.4%,4.7%
2001,44,North Dakota,Priv. Manufacturing,200,22,2,2,9.0%,9.5%
2001,44,North Dakota,Priv. Construction,122,14,2,2,11.3%,12.2%
2001,31,Ohio,Total,"6,219","5,076",899,966,17.7%,19.0%
2001,31,Ohio,Public,900,719,361,392,50.2%,54.6%
2001,31,Ohio,Private,"5,319","4,357",538,574,12.4%,13.2%
2001,31,Ohio,Priv. Manufacturing,"1,155",958,247,255,25.8%,26.6%
2001,31,Ohio,Priv. Construction,288,234,59,61,25.4%,26.0%
2001,73,Oklahoma,Total,"2,243","1,378",116,128,8.4%,9.3%
2001,73,Oklahoma,Public,433,261,53,62,20.2%,23.7%
2001,73,Oklahoma,Private,"1,810","1,117",63,67,5.7%,6.0%
2001,73,Oklahoma,Priv. Manufacturing,345,214,25,26,11.6%,11.9%
2001,73,Oklahoma,Priv. Construction,117,74,8,9,11.1%,12.1%
2001,92,Oregon,Total,"2,408","1,444",223,241,15.5%,16.7%
2001,92,Oregon,Public,380,225,113,123,50.1%,54.8%
2001,92,Oregon,Private,"2,028","1,219",110,117,9.1%,9.6%
2001,92,Oregon,Priv. Manufacturing,395,241,30,30,12.3%,12.6%
2001,92,Oregon,Priv. Construction,122,73,15,15,19.9%,20.8%
2001,23,Pennsylvania,Total,"6,741","5,227",893,960,17.1%,18.4%
2001,23,Pennsylvania,Public,879,684,389,428,56.9%,62.5%
2001,23,Pennsylvania,Private,"5,862","4,542",503,532,11.1%,11.7%
2001,23,Pennsylvania,Priv. Manufacturing,"1,146",903,180,186,19.9%,20.6%
2001,23,Pennsylvania,Priv. Construction,318,251,57,60,22.9%,23.9%
2001,15,Rhode Island,Total,"2,486",437,74,76,16.8%,17.4%
2001,15,Rhode Island,Public,341,58,38,38,64.9%,66.3%
2001,15,Rhode Island,Private,"2,145",379,36,38,9.5%,10.0%
2001,15,Rhode Island,Priv. Manufacturing,425,75,7,7,9.4%,9.8%
2001,15,Rhode Island,Priv. Construction,97,17,5,5,27.7%,29.5%
2001,57,South Carolina,Total,"1,861","1,632",80,99,4.9%,6.1%
2001,57,South Carolina,Public,356,315,35,46,11.2%,14.6%
2001,57,South Carolina,Private,"1,505","1,317",44,53,3.4%,4.0%
2001,57,South Carolina,Priv. Manufacturing,346,308,19,20,6.3%,6.6%
2001,57,South Carolina,Priv. Construction,116,104,3,4,3.0%,4.2%
2001,45,South Dakota,Total,"2,658",331,19,24,5.8%,7.3%
2001,45,South Dakota,Public,548,64,10,13,15.6%,20.6%
2001,45,South Dakota,Private,"2,110",267,9,11,3.5%,4.1%
2001,45,South Dakota,Priv. Manufacturing,294,37,3,3,7.7%,8.0%
2001,45,South Dakota,Priv. Construction,121,15,1,1,7.7%,7.7%
2001,62,Tennessee,Total,"2,095","2,377",185,208,7.8%,8.8%
2001,62,Tennessee,Public,318,353,63,80,17.8%,22.7%
2001,62,Tennessee,Private,"1,777","2,024",122,128,6.0%,6.3%
2001,62,Tennessee,Priv. Manufacturing,393,442,61,63,13.7%,14.2%
2001,62,Tennessee,Priv. Construction,142,158,18,18,11.2%,11.2%
2001,74,Texas,Total,"7,641","8,855",502,598,5.7%,6.8%
2001,74,Texas,Public,"1,245","1,420",234,283,16.5%,20.0%
2001,74,Texas,Private,"6,396","7,435",268,315,3.6%,4.2%
2001,74,Texas,Priv. Manufacturing,"1,002","1,166",95,104,8.2%,8.9%
2001,74,Texas,Priv. Construction,515,580,18,20,3.1%,3.4%
2001,87,Utah,Total,"2,435",942,65,73,6.9%,7.8%
2001,87,Utah,Public,438,166,37,42,22.1%,25.0%
2001,87,Utah,Private,"1,997",775,28,32,3.6%,4.1%
2001,87,Utah,Priv. Manufacturing,339,130,6,7,4.9%,5.2%
2001,87,Utah,Priv. Construction,179,69,5,5,7.2%,7.7%
2001,13,Vermont,Total,"2,213",277,30,34,10.7%,12.3%
2001,13,Vermont,Public,332,41,16,19,39.9%,46.2%
2001,13,Vermont,Private,"1,881",236,13,15,5.7%,6.4%
2001,13,Vermont,Priv. Manufacturing,381,47,5,5,11.2%,11.5%
2001,13,Vermont,Priv. Construction,114,15,2,2,11.6%,12.7%
2001,54,Virginia,Total,"2,990","3,249",172,216,5.3%,6.6%
2001,54,Virginia,Public,604,649,79,105,12.2%,16.2%
2001,54,Virginia,Private,"2,386","2,601",93,110,3.6%,4.2%
2001,54,Virginia,Priv. Manufacturing,367,410,36,38,8.7%,9.3%
2001,54,Virginia,Priv. Construction,191,209,11,13,5.3%,6.2%
2001,91,Washington,Total,"2,540","2,478",460,497,18.6%,20.0%
2001,91,Washington,Public,422,396,177,198,44.6%,50.0%
2001,91,Washington,Private,"2,118","2,082",284,299,13.6%,14.3%
2001,91,Washington,Priv. Manufacturing,317,310,89,90,28.7%,28.9%
2001,91,Washington,Priv. Construction,146,139,36,36,25.8%,25.8%
2001,55,West Virginia,Total,"2,208",728,106,116,14.6%,15.9%
2001,55,West Virginia,Public,398,129,33,38,25.7%,29.5%
2001,55,West Virginia,Private,"1,810",599,73,78,12.2%,13.0%
2001,55,West Virginia,Priv. Manufacturing,275,91,27,28,29.8%,30.9%
2001,55,West Virginia,Priv. Construction,117,37,9,9,23.3%,23.3%
2001,35,Wisconsin,Total,"3,293","2,539",416,446,16.4%,17.6%
2001,35,Wisconsin,Public,432,332,168,180,50.5%,54.1%
2001,35,Wisconsin,Private,"2,861","2,207",249,267,11.3%,12.1%
2001,35,Wisconsin,Priv. Manufacturing,776,602,120,126,19.8%,20.9%
2001,35,Wisconsin,Priv. Construction,194,157,40,42,25.7%,27.0%
2001,83,Wyoming,Total,"2,371",218,20,24,9.0%,11.0%
2001,83,Wyoming,Public,595,55,10,12,17.6%,22.7%
2001,83,Wyoming,Private,"1,776",164,10,12,6.1%,7.1%
2001,83,Wyoming,Priv. Manufacturing,119,11,1,1,4.8%,6.4%
2001,83,Wyoming,Priv. Construction,139,13,1,1,6.2%,6.8%
2002,63,Alabama,Total,"2,522","1,796",161,188,9.0%,10.5%
2002,63,Alabama,Public,423,296,71,89,24.0%,29.9%
2002,63,Alabama,Private,"2,099","1,499",90,100,6.0%,6.7%
2002,63,Alabama,Priv. Manufacturing,476,342,48,51,14.1%,14.8%
2002,63,Alabama,Priv. Construction,135,98,12,12,11.9%,11.9%
2002,94,Alaska,Total,"2,617",260,64,70,24.4%,26.8%
2002,94,Alaska,Public,832,80,41,45,51.0%,56.1%
2002,94,Alaska,Private,"1,785",180,23,25,12.7%,13.9%
2002,94,Alaska,Priv. Manufacturing,83,8,1,1,7.9%,8.8%
2002,94,Alaska,Priv. Construction,189,19,6,6,32.8%,34.1%
2002,86,Arizona,Total,"2,354","2,068",115,137,5.6%,6.6%
2002,86,Arizona,Public,405,350,59,69,16.9%,19.9%
2002,86,Arizona,Private,"1,949","1,718",57,67,3.3%,3.9%
2002,86,Arizona,Priv. Manufacturing,251,222,4,5,1.6%,2.3%
2002,86,Arizona,Priv. Construction,174,150,11,12,7.4%,8.1%
2002,71,Arkansas,Total,"1,902","1,061",63,72,6.0%,6.8%
2002,71,Arkansas,Public,340,189,28,32,14.9%,16.7%
2002,71,Arkansas,Private,"1,562",872,35,41,4.0%,4.7%
2002,71,Arkansas,Priv. Manufacturing,348,192,18,21,9.2%,10.7%
2002,71,Arkansas,Priv. Construction,93,52,2,2,4.3%,4.3%
2002,93,California,Total,"12,375","14,452","2,579","2,761",17.8%,19.1%
2002,93,California,Public,"2,042","2,412","1,345","1,447",55.8%,60.0%
2002,93,California,Private,"10,333","12,040","1,233","1,313",10.2%,10.9%
2002,93,California,Priv. Manufacturing,"1,709","1,925",192,201,10.0%,10.4%
2002,93,California,Priv. Construction,645,788,159,161,20.2%,20.4%
2002,84,Colorado,Total,"3,836","1,940",152,173,7.8%,8.9%
2002,84,Colorado,Public,604,303,63,76,20.9%,25.2%
2002,84,Colorado,Private,"3,232","1,637",88,97,5.4%,5.9%
2002,84,Colorado,Priv. Manufacturing,389,197,21,22,10.5%,11.1%
2002,84,Colorado,Priv. Construction,288,146,16,18,10.6%,12.0%
2002,16,Connecticut,Total,"3,291","1,466",248,260,16.9%,17.8%
2002,16,Connecticut,Public,450,195,124,128,63.5%,65.6%
2002,16,Connecticut,Private,"2,841","1,271",124,133,9.8%,10.4%
2002,16,Connecticut,Priv. Manufacturing,546,241,28,29,11.6%,12.0%
2002,16,Connecticut,Priv. Construction,135,61,12,13,19.4%,21.2%
2002,51,Delaware,Total,"2,460",365,41,44,11.2%,12.2%
2002,51,Delaware,Public,360,53,18,20,34.1%,37.6%
2002,51,Delaware,Private,"2,100",312,23,25,7.4%,7.9%
2002,51,Delaware,Priv. Manufacturing,346,50,9,9,17.9%,17.9%
2002,51,Delaware,Priv. Construction,169,25,3,3,12.3%,13.1%
2002,53,District of Columbia,Total,"1,905",239,34,43,14.1%,17.9%
2002,53,District of Columbia,Public,571,71,17,20,23.7%,28.1%
2002,53,District of Columbia,Private,"1,334",168,17,23,10.0%,13.7%
2002,53,District of Columbia,Priv. Manufacturing,49,6,1,1,12.2%,18.6%
2002,53,District of Columbia,Priv. Construction,65,8,2,2,20.4%,23.7%
2002,59,Florida,Total,"7,144","6,404",370,484,5.8%,7.6%
2002,59,Florida,Public,996,882,217,277,24.6%,31.4%
2002,59,Florida,Private,"6,148","5,523",153,208,2.8%,3.8%
2002,59,Florida,Priv. Manufacturing,552,494,16,21,3.2%,4.3%
2002,59,Florida,Priv. Construction,533,480,16,22,3.4%,4.6%
2002,58,Georgia,Total,"2,578","3,611",218,253,6.0%,7.0%
2002,58,Georgia,Public,384,534,99,118,18.6%,22.1%
2002,58,Georgia,Private,"2,194","3,077",119,135,3.9%,4.4%
2002,58,Georgia,Priv. Manufacturing,415,577,39,43,6.8%,7.4%
2002,58,Georgia,Priv. Construction,136,192,13,13,6.7%,6.7%
2002,95,Hawaii,Total,"2,244",485,118,122,24.4%,25.2%
2002,95,Hawaii,Public,460,98,53,55,54.2%,55.6%
2002,95,Hawaii,Private,"1,784",387,65,68,16.9%,17.5%
2002,95,Hawaii,Priv. Manufacturing,57,13,3,3,22.4%,22.4%
2002,95,Hawaii,Priv. Construction,120,27,13,13,47.0%,49.3%
2002,82,Idaho,Total,"2,307",551,39,48,7.1%,8.8%
2002,82,Idaho,Public,425,95,17,22,17.7%,23.3%
2002,82,Idaho,Private,"1,882",456,22,26,4.9%,5.8%
2002,82,Idaho,Priv. Manufacturing,320,77,5,6,6.4%,7.4%
2002,82,Idaho,Priv. Construction,157,38,7,7,17.0%,17.7%
2002,33,Illinois,Total,"6,568","5,250","1,035","1,082",19.7%,20.6%
2002,33,Illinois,Public,828,661,340,361,51.5%,54.6%
2002,33,Illinois,Private,"5,740","4,590",695,722,15.1%,15.7%
2002,33,Illinois,Priv. Manufacturing,"1,071",868,191,196,22.0%,22.6%
2002,33,Illinois,Priv. Construction,322,259,125,126,48.2%,48.5%
2002,32,Indiana,Total,"3,547","2,718",362,393,13.3%,14.5%
2002,32,Indiana,Public,516,391,114,131,29.2%,33.6%
2002,32,Indiana,Private,"3,031","2,327",247,262,10.6%,11.2%
2002,32,Indiana,Priv. Manufacturing,774,589,122,125,20.7%,21.1%
2002,32,Indiana,Priv. Construction,186,144,47,48,32.6%,33.1%
2002,42,Iowa,Total,"3,501","1,382",153,187,11.0%,13.6%
2002,42,Iowa,Public,552,216,64,86,29.6%,40.0%
2002,42,Iowa,Private,"2,949","1,166",89,101,7.6%,8.7%
2002,42,Iowa,Priv. Manufacturing,696,273,53,57,19.3%,21.0%
2002,42,Iowa,Priv. Construction,153,62,10,11,16.6%,17.2%
2002,47,Kansas,Total,"3,208","1,178",96,116,8.2%,9.8%
2002,47,Kansas,Public,598,216,34,44,15.7%,20.3%
2002,47,Kansas,Private,"2,610",962,63,72,6.5%,7.5%
2002,47,Kansas,Priv. Manufacturing,444,163,28,34,17.2%,20.6%
2002,47,Kansas,Priv. Construction,169,63,8,8,12.1%,12.6%
2002,61,Kentucky,Total,"2,423","1,666",167,187,10.0%,11.2%
2002,61,Kentucky,Public,440,302,63,73,20.8%,24.0%
2002,61,Kentucky,Private,"1,983","1,363",104,114,7.6%,8.4%
2002,61,Kentucky,Priv. Manufacturing,367,251,42,46,16.8%,18.2%
2002,61,Kentucky,Priv. Construction,103,71,12,12,17.5%,17.5%
2002,72,Louisiana,Total,"1,848","1,682",141,173,8.4%,10.3%
2002,72,Louisiana,Public,367,331,72,89,21.7%,26.8%
2002,72,Louisiana,Private,"1,481","1,351",69,85,5.1%,6.3%
2002,72,Louisiana,Priv. Manufacturing,187,168,29,29,17.2%,17.2%
2002,72,Louisiana,Priv. Construction,110,101,6,6,5.5%,5.5%
2002,11,Maine,Total,"3,006",562,73,84,13.0%,15.0%
2002,11,Maine,Public,506,92,39,48,42.6%,52.5%
2002,11,Maine,Private,"2,500",470,34,36,7.2%,7.6%
2002,11,Maine,Priv. Manufacturing,370,69,18,19,26.6%,27.2%
2002,11,Maine,Priv. Construction,174,34,2,2,4.8%,4.8%
2002,52,Maryland,Total,"3,149","2,496",362,420,14.5%,16.8%
2002,52,Maryland,Public,735,576,197,231,34.3%,40.1%
2002,52,Maryland,Private,"2,414","1,921",165,189,8.6%,9.8%
2002,52,Maryland,Priv. Manufacturing,218,168,26,28,15.6%,16.8%
2002,52,Maryland,Priv. Construction,186,152,28,30,18.3%,19.6%
2002,14,Massachusetts,Total,"3,845","2,865",412,447,14.4%,15.6%
2002,14,Massachusetts,Public,521,383,224,236,58.4%,61.6%
2002,14,Massachusetts,Private,"3,324","2,482",189,211,7.6%,8.5%
2002,14,Massachusetts,Priv. Manufacturing,513,379,33,35,8.7%,9.3%
2002,14,Massachusetts,Priv. Construction,182,139,32,33,22.8%,23.4%
2002,34,Michigan,Total,"5,075","4,244",896,932,21.1%,22.0%
2002,34,Michigan,Public,729,598,325,338,54.3%,56.5%
2002,34,Michigan,Private,"4,346","3,646",572,594,15.7%,16.3%
2002,34,Michigan,Priv. Manufacturing,"1,133",954,260,265,27.3%,27.7%
2002,34,Michigan,Priv. Construction,241,205,55,57,27.0%,27.9%
2002,41,Minnesota,Total,"3,908","2,370",416,432,17.5%,18.2%
2002,41,Minnesota,Public,573,335,196,205,58.5%,61.2%
2002,41,Minnesota,Private,"3,335","2,034",219,227,10.8%,11.2%
2002,41,Minnesota,Priv. Manufacturing,639,386,48,50,12.5%,13.1%
2002,41,Minnesota,Priv. Construction,193,118,39,39,32.7%,32.7%
2002,64,Mississippi,Total,"1,628","1,059",71,85,6.7%,8.1%
2002,64,Mississippi,Public,329,215,20,26,9.2%,11.9%
2002,64,Mississippi,Private,"1,299",844,51,60,6.0%,7.1%
2002,64,Mississippi,Priv. Manufacturing,316,208,18,21,8.9%,10.1%
2002,64,Mississippi,Priv. Construction,75,51,4,5,7.9%,10.5%
2002,43,Missouri,Total,"2,981","2,487",329,362,13.2%,14.5%
2002,43,Missouri,Public,489,400,97,115,24.3%,28.8%
2002,43,Missouri,Private,"2,492","2,087",232,247,11.1%,11.8%
2002,43,Missouri,Priv. Manufacturing,399,330,76,76,23.0%,23.2%
2002,43,Missouri,Priv. Construction,190,161,44,45,27.5%,28.1%
2002,81,Montana,Total,"1,904",365,52,57,14.1%,15.5%
2002,81,Montana,Public,452,86,32,35,36.7%,40.4%
2002,81,Montana,Private,"1,452",279,20,22,7.2%,7.8%
2002,81,Montana,Priv. Manufacturing,133,25,2,2,8.2%,8.9%
2002,81,Montana,Priv. Construction,123,24,3,3,11.9%,13.2%
2002,46,Nebraska,Total,"3,185",773,62,86,8.0%,11.1%
2002,46,Nebraska,Public,527,124,30,44,24.1%,35.2%
2002,46,Nebraska,Private,"2,658",649,32,42,4.9%,6.5%
2002,46,Nebraska,Priv. Manufacturing,373,90,9,14,9.7%,15.2%
2002,46,Nebraska,Priv. Construction,139,35,4,4,11.5%,11.5%
2002,88,Nevada,Total,"3,655",897,137,150,15.2%,16.7%
2002,88,Nevada,Public,518,125,42,51,33.9%,41.1%
2002,88,Nevada,Private,"3,137",773,94,98,12.2%,12.7%
2002,88,Nevada,Priv. Manufacturing,175,41,2,2,4.8%,4.8%
2002,88,Nevada,Priv. Construction,327,80,17,17,21.3%,21.3%
2002,12,New Hampshire,Total,"3,405",588,58,66,9.8%,11.2%
2002,12,New Hampshire,Public,487,81,35,41,42.8%,50.0%
2002,12,New Hampshire,Private,"2,918",507,23,25,4.5%,4.9%
2002,12,New Hampshire,Priv. Manufacturing,603,105,5,6,5.2%,5.7%
2002,12,New Hampshire,Priv. Construction,178,31,6,6,18.5%,18.5%
2002,22,New Jersey,Total,"4,797","3,595",711,748,19.8%,20.8%
2002,22,New Jersey,Public,762,566,358,370,63.3%,65.4%
2002,22,New Jersey,Private,"4,035","3,029",353,377,11.7%,12.5%
2002,22,New Jersey,Priv. Manufacturing,575,430,58,61,13.5%,14.2%
2002,22,New Jersey,Priv. Construction,213,165,52,52,31.6%,31.6%
2002,85,New Mexico,Total,"1,984",704,48,60,6.9%,8.6%
2002,85,New Mexico,Public,491,173,30,39,17.2%,22.8%
2002,85,New Mexico,Private,"1,493",531,18,21,3.5%,4.0%
2002,85,New Mexico,Priv. Manufacturing,129,44,4,4,8.3%,8.3%
2002,85,New Mexico,Priv. Construction,128,46,3,3,5.8%,5.8%
2002,21,New York,Total,"9,102","7,590","1,945","2,030",25.6%,26.8%
2002,21,New York,Public,"1,745","1,443",976,"1,007",67.6%,69.8%
2002,21,New York,Private,"7,357","6,147",969,"1,023",15.8%,16.6%
2002,21,New York,Priv. Manufacturing,"1,042",855,160,167,18.7%,19.5%
2002,21,New York,Priv. Construction,398,338,114,119,33.8%,35.2%
2002,56,North Carolina,Total,"3,738","3,311",113,134,3.4%,4.0%
2002,56,North Carolina,Public,596,518,54,65,10.5%,12.6%
2002,56,North Carolina,Private,"3,142","2,793",59,68,2.1%,2.5%
2002,56,North Carolina,Priv. Manufacturing,689,617,17,21,2.7%,3.4%
2002,56,North Carolina,Priv. Construction,252,226,5,5,2.3%,2.3%
2002,44,North Dakota,Total,"2,667",275,22,27,8.1%,9.7%
2002,44,North Dakota,Public,579,59,12,15,20.3%,26.3%
2002,44,North Dakota,Private,"2,088",217,10,11,4.8%,5.2%
2002,44,North Dakota,Priv. Manufacturing,219,23,3,3,13.0%,13.4%
2002,44,North Dakota,Priv. Construction,131,14,2,2,10.5%,10.5%
2002,31,Ohio,Total,"6,065","4,985",835,891,16.8%,17.9%
2002,31,Ohio,Public,852,686,338,361,49.2%,52.7%
2002,31,Ohio,Private,"5,213","4,299",498,530,11.6%,12.3%
2002,31,Ohio,Priv. Manufacturing,"1,066",901,213,221,23.7%,24.5%
2002,31,Ohio,Priv. Construction,255,214,41,43,18.9%,20.0%
